"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Stratégique.au.niveau.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2015";"Réalisation.2016";"Prévision.2017.PAP.2017";"Prévision.2017.PAP.2018";"Réalisation.2017";"Année.cible";"Valeur.cible";"Degré.de.réalisation";"Code.Ministère";"Ministère"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"41";"P307.1";"Améliorer la prévention des risques";"12585";"P307.1.3";"Niveau de préparation aux crises";"Citoyen";"";"";"19715";"Taux de préfectures ayant réalisé au moins 4 exercices dans l'année";"";"";"SSI Documenté";"%";"72,5";"79,41";"80";"80";"84,31";"2017";"80";"Cible atteinte";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"45";"P307.2";"Optimiser les conditions de délivrance de titres fiables et l'efficacité des services de délivrance de titres";"12977";"P307.2.1";"Taux de dossiers de fraude documentaire détectés par les préfectures";"Usager";"";"";"20672";"Taux de dossiers de fraude documentaire détectés par les préfectures";"";"";"SSI Documenté";"‰";"0,48";"0,57";"0,5";"SO";"0,72";"2017";"0,5";"Cible atteinte";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"45";"P307.2";"Optimiser les conditions de délivrance de titres fiables et l'efficacité des services de délivrance de titres";"11297";"P307.2.2";"Délais moyens de délivrance des titres";"Usager";"";"";"20671";"Pourcentage de passeports biométriques mis à disposition dans un délai de 15 jours";"";"";"SSI Documenté";"%";"75,8";"75,8";"90";"80";"69,6";"2017";"90";"Absence d'amélioration";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"45";"P307.2";"Optimiser les conditions de délivrance de titres fiables et l'efficacité des services de délivrance de titres";"11297";"P307.2.2";"Délais moyens de délivrance des titres";"Usager";"";"";"23181";"Pourcentage de permis de conduire délivrés dans un délai de 19 jours";"";"(libellé modifié)";"SSI Documenté";"%";"99,2";"97,7";"95";"85";"88,3";"2017";"90";"Cible atteinte";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"46";"P307.3";"Moderniser et rationaliser le contrôle de légalité";"46";"P307.3.1";"Taux de contrôle des actes des collectivités locales et établissements publics";"Citoyen";"";"";"8138";"Taux de contrôle des actes prioritaires reçus en préfecture";"";"";"SSI Documenté";"%";"89,6";"90,6";"100";"92";"90";"2017";"100";"Absence d'amélioration";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"46";"P307.3";"Moderniser et rationaliser le contrôle de légalité";"46";"P307.3.1";"Taux de contrôle des actes des collectivités locales et établissements publics";"Citoyen";"";"";"24633";"Taux de contrôle des actes budgétaires des collectivités locales et établissements publics";"(nouveau)";"";"SSI Documenté";"%";"SO";"58";"60";"60";"57";"2017";"60";"Absence d'amélioration";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"46";"P307.3";"Moderniser et rationaliser le contrôle de légalité";"2700";"P307.3.2";"Taux d'actes transmis via le système d'information @CTES";"Citoyen";"";"";"8159";"Taux d'actes transmis via le système d'information @CTES";"";"(libellé modifié)";"SSI Documenté";"%";"46,1";"53,2";"50";"52";"56";"2017";"45";"Cible atteinte";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"10853";"P307.4";"Développer les actions de modernisation et de qualité";"13372";"P307.4.1";"Taux de préfectures certifiées ou labellisées Qualipref numérique 2.0";"Usager";"";"";"21769";"Taux de préfectures certifiées ou labellisées Qualipref numérique 2.0";"";"";"SSI Documenté";"%";"95";"98";"SO";"SO";"SO";"2017";"100";"Données non renseignées";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"6722";"1.1.1 - Municipales 2014";"";"";"SSI Documenté";"€/électeur inscrit";"s.o.";"s.o.";"s.o.";"s.o.";"s.o.";"2017";"s.o.";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"22194";"Part du coût de la propagande - Élections municipales";"";"";"SSI Documenté";"€/électeur inscrit";"s.o.";"s.o.";"s.o.";"s.o.";"s.o.";"2017";"s.o.";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"10387";"1.1.2 - Départementales 2015";"";"";"SSI Documenté";"€/électeur inscrit";"3,55";"3,42";"s.o.";"s.o.";"s.o.";"2017";"s.o.";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"23138";"Part du coût de la propagande par électeur - Élections départementales";"";"";"SSI Documenté";"€/électeur inscrit";"1,95";"1,84";"s.o.";"s.o.";"s.o.";"2017";"s.o.";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"10393";"1.1.3 - Sénatoriales 2014 / 2017";"";"";"SSI Documenté";"€/électeur inscrit";"s.o.";"s.o.";"0,2";"0,2";"0,18";"2017";"s.o.";"Amélioration";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"22195";"Part du coût de la propagande par électeur - Élections sénatoriales";"";"";"SSI Documenté";"€/électeur inscrit";"s.o.";"s.o.";"0,01";"0,01";"0,01";"2017";"s.o.";"Cible atteinte";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"3284";"1.1.4 - Européennes 2014";"";"";"SSI Documenté";"€/électeur inscrit";"s.o.";"s.o.";"s.o.";"s.o.";"s.o.";"2017";"s.o.";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"16153";"Part du coût de la propagande par électeur - Élections européennes";"";"";"SSI Documenté";"€/électeur inscrit";"s.o.";"s.o.";"s.o.";"s.o.";"s.o.";"2017";"s.o.";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"3283";"1.1.5 - Régionales 2015";"";"";"SSI Documenté";"€/électeur inscrit";"3,62";"3,42";"s.o.";"s.o.";"s.o.";"2017";"s.o.";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"16154";"Part du coût de la propagande par électeur - Élections régionales";"";"";"SSI Documenté";"€/électeur inscrit";"2,22";"2,29";"s.o.";"s.o.";"s.o.";"2017";"s.o.";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"6720";"1.1.6 - Présidentielles 2017";"";"";"SSI Documenté";"€/électeur inscrit";"s.o.";"s.o.";"2,85";"4,87";"4,35";"2017";"s.o.";"Amélioration";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"19759";"Part du coût de la propagande par électeur - Élections présidentielles";"";"";"SSI Documenté";"€/électeur inscrit";"s.o.";"s.o.";"0,82";"2,96";"2,81";"2017";"s.o.";"Amélioration";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"6721";"1.1.7 - Législatives 2017";"";"";"SSI Documenté";"€/électeur inscrit";"s.o.";"s.o.";"2,43";"3,74";"3,72";"2017";"s.o.";"Amélioration";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"19760";"Part du coût de la propagande par électeur - Élections législatives";"";"";"SSI Documenté";"€/électeur inscrit";"s.o.";"s.o.";"0,56";"1,98";"2,14";"2017";"s.o.";"Absence d'amélioration";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"3392";"1.1.8 - Référendum";"";"";"SSI Documenté";"€/électeur inscrit";"s.o.";"s.o.";"s.o.";"s.o.";"s.o.";"2017";"s.o.";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"554";"P216.1";"Optimiser la fonction juridique du ministère";"14037";"P216.1.1";"Taux de réussite de l'Etat (SGAMI et préfectures) devant les juridictions administratives et judiciaires";"Citoyen";"";"";"23394";"Taux de réussite pour le contentieux des étrangers devant les juridictions administratives et judiciaires";"";"";"SSI Documenté";"%";"81";"80";"81";"81";"78,11";"2017";"81";"Absence d'amélioration";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"554";"P216.1";"Optimiser la fonction juridique du ministère";"14037";"P216.1.1";"Taux de réussite de l'Etat (SGAMI et préfectures) devant les juridictions administratives et judiciaires";"Citoyen";"";"";"23964";"Taux de réussite pour les autres contentieux devant les juridictions administratives et judiciaires";"";"";"SSI Documenté";"%";"80";"78";"80";"79";"79";"2017";"79";"Cible atteinte";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"59";"P216.2";"Rendre la gestion efficiente";"11860";"P216.2.1";"Efficience de la gestion des ressources humaines";"Contribuable";"";"X";"8042";"Taux de couverture des besoins de formation à la prise de poste";"";"";"SSI Documenté";"%";"77,8";"82,32";"85";"85";"85,8";"2017";"85";"Cible atteinte";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"59";"P216.2";"Rendre la gestion efficiente";"11860";"P216.2.1";"Efficience de la gestion des ressources humaines";"Contribuable";"";"X";"16099";"Ratio d'efficience de la gestion des ressources humaines";"";"";"SSI Documenté";"%";"2,13";"2,18";"2,13";"2,21";"2,34";"2017";"2,15";"Absence d'amélioration";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"59";"P216.2";"Rendre la gestion efficiente";"11860";"P216.2.1";"Efficience de la gestion des ressources humaines";"Contribuable";"";"X";"17736";"Part des bénéficiaires de l'obligation d'emploi prévue par la loi n° 87-517 du 10 juillet 1987";"";"";"SSI Documenté";"%";"6,12";"6,05";"6,1";"6,06";"6,06";"2017";"6,12";"Absence d'amélioration";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"59";"P216.2";"Rendre la gestion efficiente";"11898";"P216.2.2";"Efficience informatique et bureautique";"Contribuable";"";"X";"6296";"Nombre d'heures d'indisponibilité des applications";"";"";"SSI Documenté";"heure";"22h52";"28h38";"35";"35";"32h24";"2017";"35";"Cible atteinte";"MIN09";"Intérieur"
