"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Indicateur.de.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2010";"Réalisation.2011";"Prévision.2012.PAP.2012";"Prévision.2012.PAP.2013";"Réalisation.2012";"Année.cible";"Valeur.cible";"Code.Ministère";"Ministère"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"41";"P307.1";"Améliorer la prévention dans le domaine de la sécurité nationale";"12585";"P307.1.3";"Niveau de préparation aux crises";"Citoyen";"Indicateur de mission";"";"19715";"Taux de préfectures ayant activé leur centre opérationnel départemental au moins 12 jours dans l'année";"(nouveau)";"";"SSI Documenté";"%";"ND";"34";"100";"50";"59";"2013";"100";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"45";"P307.2";"Optimiser les conditions de délivrance de titres fiables et l'efficience des services de délivrance de titres";"44";"P307.2.1";"Nombre de dossiers de fraude documentaire détectés par les préfectures";"Usager";"";"";"16216";"Nombre de dossiers de fraude documentaire détectés par les préfectures";"";"";"SSI Documenté";"Nombre";"8839";"9959";"8000";"ND";"8043";"2013";"8500";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"45";"P307.2";"Optimiser les conditions de délivrance de titres fiables et l'efficience des services de délivrance de titres";"11297";"P307.2.2";"Délais moyens de délivrance des titres";"Usager";"Indicateur de mission";"";"13010";"Délai de délivrance des cartes grises par l'ANTS";"";"";"SSI Documenté";"jours";"3";"3";"3";"3";"3";"2013";"3";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"45";"P307.2";"Optimiser les conditions de délivrance de titres fiables et l'efficience des services de délivrance de titres";"11297";"P307.2.2";"Délais moyens de délivrance des titres";"Usager";"Indicateur de mission";"";"16214";"Délai de mise à disposition des passeports biométriques";"";"(libellé modifié)";"SSI Documenté";"jours";"13.8";"10.7";"7";"15";"11,4";"2013";"7";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"46";"P307.3";"Moderniser et rationaliser le contrôle de légalité";"46";"P307.3.1";"Taux de contrôle des actes prioritaires reçus en préfecture";"Citoyen";"";"";"8138";"Taux de contrôle des actes prioritaires reçus en préfecture";"";"";"SSI Documenté";"%";"91";"92";"96";"96";"91,7";"2013";"97";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"46";"P307.3";"Moderniser et rationaliser le contrôle de légalité";"4442";"P307.3.2";"Taux d'actes retirés ou réformés après une intervention de la préfecture";"Citoyen";"";"";"8485";"Taux d'actes retirés ou réformés après une intervention de la préfecture (fusionné)";"";"";"SSI Documenté";"%";"53,66";"59,5";"60";"ND";"61,3";"2013";"62";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"46";"P307.3";"Moderniser et rationaliser le contrôle de légalité";"2700";"P307.3.3";"Taux d'actes télétransmis par l'application ACTES";"Citoyen";"";"";"8159";"Taux d'actes télétransmis par l'application ACTES";"";"";"SSI Documenté";"%";"15,6";"22";"24";"24";"27,8";"2013";"28";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"10130";"P307.4";"Améliorer la coordination des actions interministérielles";"10189";"P307.4.1";"Délai d'instruction des dossiers ICPE et loi sur l'eau";"Citoyen";"";"";"10390";"Délai d'instruction des dossiers ICPE et loi sur l'eau";"";"";"SSI Documenté";"jours";"340";"311";"325";"320";"263";"2013";"320";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P307";"Administration territoriale";"10853";"P307.5";"Développer les actions de modernisation et de qualité";"12586";"P307.5.1";"Taux de préfectures certifiées ou labellisées";"Usager";"";"";"19717";"Taux de préfectures certifiées ou labellisées";"(nouveau)";"";"SSI Documenté";"%";"17";"21";"55";"75";"63";"2013";"100";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"6722";"Municipales";"";"";"SSI NON Documenté";"€/électeur inscrit";"-";"-";"";"-";"-";"";"-";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"10387";"Cantonales 2011";"";"";"SSI NON Documenté";"€/électeur inscrit";"-";"3,75";"";"-";"-";"";"-";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"10393";"Sénatoriales 2011";"";"";"SSI NON Documenté";"€/électeur inscrit";"-";"0,13";"";"-";"-";"";"-";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"3284";"Européennes 2009";"";"";"SSI NON Documenté";"€/électeur inscrit";"-";"-";"";"-";"-";"";"-";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"16153";"Part du coût de la propagande par électeur - Elections européennes";"";"";"SSI NON Documenté";"€/électeur inscrit";"-";"-";"";"-";"-";"";"";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"3283";"Régionales 2010";"";"";"SSI NON Documenté";"€/électeur inscrit";"3,11";"-";"";"-";"-";"";"-";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"16154";"Part du coût de la propagande par électeur - Elections régionales";"";"";"SSI NON Documenté";"€/électeur inscrit";"2,13";"-";"";"-";"-";"";"";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"6720";"Présidentielles";"";"";"SSI Documenté";"€/électeur inscrit";"-";"-";"4,96";"4,54";"4,32";"";"-";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"19759";"Part du coût de la propagande par électeur - Elections présidentielles";"(nouveau)";"";"SSI NON Documenté";"€/électeur inscrit";"";"";"3,08";"2,77";"2,65";"";"";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"6721";"Législatives";"";"";"SSI Documenté";"€/électeur inscrit";"";"-";"3,85";"3,9";"3,63";"";"-";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"19760";"Part du coût de la propagande par électeur - Elections législatives";"(nouveau)";"";"SSI NON Documenté";"€/électeur inscrit";"";"";"1,99";"2,27";"1,86";"";"";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2003";"P232.1";"Organiser les élections au meilleur coût";"2003";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"";"3392";"Référendum";"";"";"SSI NON Documenté";"€/électeur inscrit";"-";"-";"";"-";"-";"";"-";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2006";"P232.2";"Réduire les délais de publication au Journal Officiel des comptes des partis et groupements politiques";"2006";"P232.2.1";"Délai de traitement des comptes";"Usager";"";"";"2006";"Délai séparant la date limite de remise des comptes (30 juin) et la date de transmission des documents à la direction des journaux officiels pour publication";"";"";"SSI Documenté";"mois";"5";"5";"5";"5";"5";"2013";"5";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"2007";"P232.3";"Réduire les délais d'instruction des demandes de reconnaissance d'utilité publique des associations et fondations";"2007";"P232.3.1";"Taux de demandes traitées en moins de six mois";"Usager";"";"";"7830";"Taux de demandes traitées en moins de six mois";"";"";"SSI Documenté";"%";"98,2";"96,5";"95";"-";"91,3";"2013";"100";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"554";"P216.1";"Optimiser la fonction juridique du ministère";"12230";"P216.1.1";"Délai moyen de publication des textes d'application des lois";"Citoyen";"";"X";"17768";"Délai moyen de publication des textes d'application des lois";"";"";"SSI Documenté";"Mois";"11";"6,55";"6";"12";"11,95";"2013";"6";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"59";"P216.2";"Rendre la gestion efficiente";"11860";"P216.2.1";"Efficience de la gestion des ressources humaines";"Contribuable";"";"X";"8042";"Taux de couverture des besoins de formation à la prise de poste";"";"";"SSI Documenté";"%";"79,2";"77,26";"75";"75";"77,36";"2013";"77,5";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"59";"P216.2";"Rendre la gestion efficiente";"11860";"P216.2.1";"Efficience de la gestion des ressources humaines";"Contribuable";"";"X";"16099";"Ratio d'efficience de la gestion des ressources humaines";"";"";"SSI Documenté";"%";"1,8";"2,16";"1,8";"2,13";"2,15";"2013";"1,8";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"59";"P216.2";"Rendre la gestion efficiente";"11860";"P216.2.1";"Efficience de la gestion des ressources humaines";"Contribuable";"";"X";"17736";"Part des bénéficiaires de l'obligation d'emploi prévue par la loi n°87-517 du 10 juillet 1987";"";"";"SSI Documenté";"%";"5,89";"5,94";"5,96";"5,94";"5,94";"2013";"6,05";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"59";"P216.2";"Rendre la gestion efficiente";"11898";"P216.2.2";"Efficience informatique et bureautique";"Contribuable";"";"X";"6295";"Nombre d'heures d'indisponibilité du réseau général de transport";"";"";"SSI Documenté";"heure";"14h17";"12h51";"13h";"13h";"9h08";"2013";"13h";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"59";"P216.2";"Rendre la gestion efficiente";"11898";"P216.2.2";"Efficience informatique et bureautique";"Contribuable";"";"X";"6296";"Nombre d'heures d'indisponibilité des applications";"";"";"SSI Documenté";"heure";"24h04";"30h46";"28h";"26h";"38h56";"2013";"26h";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
