"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Numéro.Objectif";"Objectif";"Numéro.indicateur";"Indicateur";"type.indicateur";"Stratégique.au.niveau.mission.";"Sous.indicateur";"Unité";"Réalisation.2014";"Réalisation.2015";"Prévision.2016.PAP.2016";"Prévision.2016.PAP.2017";"Réalisation.2016";"Année.cible";"Valeur.cible";"Code.Ministère.LFI.2016";"Ministère.LFI.2016"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"P232.1";"Organiser les élections au meilleur coût";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"Part du coût de la propagande par électeur - Élections sénatoriales";"€/électeur inscrit";"0,01";"s.o.";"";"s.o.";"";"2017";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"P232.1";"Organiser les élections au meilleur coût";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"1.1.4 - Européennes 2009 / 2014";"€/électeur inscrit";"2,12";"s.o.";"";"s.o.";"";"2017";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"P232.1";"Organiser les élections au meilleur coût";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"Part du coût de la propagande par électeur - Élections européennes";"€/électeur inscrit";"1,38";"s.o.";"";"s.o.";"";"2017";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"P232.1";"Organiser les élections au meilleur coût";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"1.1.5 - Régionales 2010 / 2015";"€/électeur inscrit";"s.o.";"3,62";"";"3,8";"3,42";"2017";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"P232.1";"Organiser les élections au meilleur coût";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"Part du coût de la propagande par électeur - Élections régionales";"€/électeur inscrit";"s.o.";"2,22";"";"2,4";"2,29";"2017";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"P232.1";"Organiser les élections au meilleur coût";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"1.1.6 - Présidentielles 2012";"€/électeur inscrit";"s.o.";"s.o.";"";"s.o.";"";"2017";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"P232.1";"Organiser les élections au meilleur coût";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"Part du coût de la propagande par électeur - Élections présidentielles";"€/électeur inscrit";"s.o.";"s.o.";"";"s.o.";"";"2017";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"P232.1";"Organiser les élections au meilleur coût";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"1.1.7 - Législatives 2012";"€/électeur inscrit";"s.o.";"s.o.";"";"s.o.";"";"2017";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"P232.1";"Organiser les élections au meilleur coût";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"Part du coût de la propagande par électeur - Élections législatives";"€/électeur inscrit";"s.o.";"s.o.";"";"s.o.";"";"2017";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"P232.1";"Organiser les élections au meilleur coût";"P232.1.1";"Coût moyen de l'élection par électeur inscrit sur les listes électorales";"Contribuable";"";"1.1.8 - Référendum";"€/électeur inscrit";"s.o.";"s.o.";"";"s.o.";"";"2017";"";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P232";"Vie politique, cultuelle et associative";"P232.2";"Réduire les délais de publication au Journal Officiel des comptes des partis et groupements politiques";"P232.2.1";"Délai de traitement des comptes";"Usager";"";"Délai séparant la date limite de remise des comptes (30 juin) et la date de transmission des documents à la direction des journaux officiels pour publication";"mois";"5";"5";"5";"";"6";"2017";"5";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"P216.1";"Optimiser la fonction juridique du ministère";"P216.1.1";"Taux de réussite de l'Etat devant les juridictions administratives et judiciaires";"Citoyen";"";"Taux de réussite pour le contentieux des étrangers devant les juridictions administratives et judiciaires";"%";"79";"81";"81";"81";"80";"2017";"81";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"P216.1";"Optimiser la fonction juridique du ministère";"P216.1.1";"Taux de réussite de l'Etat devant les juridictions administratives et judiciaires";"Citoyen";"";"Taux de réussite pour les autres contentieux devant les juridictions administratives et judiciaires";"%";"79";"80";"79";"80";"78";"2017";"79";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"P216.2";"Rendre la gestion efficiente";"P216.2.1";"Efficience de la gestion des ressources humaines";"Contribuable";"";"Taux de couverture des besoins de formation à la prise de poste";"%";"77,50";"77,8";"85";"85";"82,32";"2017";"85";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"P216.2";"Rendre la gestion efficiente";"P216.2.1";"Efficience de la gestion des ressources humaines";"Contribuable";"";"Ratio d'efficience de la gestion des ressources humaines";"%";"2,15";"2,13";"2,16";"2,14";"2,18";"2017";"2,15";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"P216.2";"Rendre la gestion efficiente";"P216.2.1";"Efficience de la gestion des ressources humaines";"Contribuable";"";"Part des bénéficiaires de l'obligation d'emploi prévue par la loi n° 87-517 du 10 juillet 1987";"%";"6,13";"6,12";"6,12";"6,1";"6,05";"2017";"6,12";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"P216.2";"Rendre la gestion efficiente";"P216.2.2";"Efficience informatique et bureautique";"Contribuable";"";"Nombre d'heures d'indisponibilité des applications";"heure";"55h33";"22h52";"35";"35";"28h38";"2017";"35";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"P216.2";"Rendre la gestion efficiente";"P216.2.2";"Efficience informatique et bureautique";"Contribuable";"";"Ratio d'efficience bureautique";"€/poste";"384";"664";"615";"554";"543";"2017";"596";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"P216.2";"Rendre la gestion efficiente";"P216.2.2";"Efficience informatique et bureautique";"Contribuable";"";"Nombre de postes bureautiques";"Nombre";"190002";"190618";"189374";"191999";"191664";"2017";"185913";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"P216.2";"Rendre la gestion efficiente";"P216.2.3";"Efficience immobilière";"Contribuable";"";"Taux d'écart calendaire agrégé";"%";"18";"17,51";"20";"18,65";"21,23";"2017";"40";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"P216.2";"Rendre la gestion efficiente";"P216.2.3";"Efficience immobilière";"Contribuable";"";"Taux d'écart budgétaire agrégé";"%";"36";"8,32";"7";"10,11";"6,41";"2017";"15";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"P216.2";"Rendre la gestion efficiente";"P216.2.3";"Efficience immobilière";"Contribuable";"";"Ratio SUN / Poste de travail";"m² / poste";"8,61";"8,65";"8,49";"8,57";"8,61";"2017";"8,6";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"P216.2";"Rendre la gestion efficiente";"P216.2.3";"Efficience immobilière";"Contribuable";"";"Ratio entretien lourd / SUB";"€ / m²";"6,47";"6,28";"8,40";"9,82";"10,25";"2017";"8";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"P216.2";"Rendre la gestion efficiente";"P216.2.3";"Efficience immobilière";"Contribuable";"";"Ratio entretien courant / SUB";"€ / m²";"7,03";"7,72";"5,85";"7,11";"7,67";"2017";"7";"MIN09";"Intérieur"
"Budget général";"Administration générale et territoriale de l'État";"P216";"Conduite et pilotage des politiques de l'intérieur";"P216.2";"Rendre la gestion efficiente";"P216.2.4";"Efficience de la fonction achat";"Contribuable";"";"Gains relatifs aux actions achat";"M€";"65";"49,2";"64";"65";"46,1";"2017";"64";"MIN09";"Intérieur"
"Budget général";"Agriculture, alimentation, forêt et affaires rurales";"P154";"Économie et développement durable de l'agriculture et des territoires";"MAC.1 (P154.2)";"Favoriser l'attractivité des territoires ruraux";"P154.2.1";"Poids de l'installation aidée";"Citoyen";"Stratégique mission";"Poids de l'installation aidée";"%";"57";"55 (provisoire)";"65";"65";"Données non renseignées";"2017";"70";"";""
"Budget général";"Agriculture, alimentation, forêt et affaires rurales";"P154";"Économie et développement durable de l'agriculture et des territoires";"MAC.1 (P154.2)";"Favoriser l'attractivité des territoires ruraux";"P154.2.1";"Poids de l'installation aidée";"Citoyen";"Stratégique mission";"Taux de maintien des installations aidées";"%";"98,7";"98,7 (provisoire)";"98,7";"98,7";"Données non renseignées";"2017";"98,8";"";""
"Budget général";"Agriculture, alimentation, forêt et affaires rurales";"P154";"Économie et développement durable de l'agriculture et des territoires";"MAC.1 (P154.2)";"Favoriser l'attractivité des territoires ruraux";"P154.2.1";"Poids de l'installation aidée";"Citoyen";"Stratégique mission";"Taux de maintien de l'ensemble des installés (aidés et non aidés)";"%";"91,1";"91,2 (provisoire)";"91,3";"91,3";"Données non renseignées";"2017";"91,4";"";""
"Budget général";"Agriculture, alimentation, forêt et affaires rurales";"P154";"Économie et développement durable de l'agriculture et des territoires";"MAC.2 (P154.1)";"Améliorer la performance économique, sociale et environnementale des exploitations agricoles et des filières agroalimentaires";"P154.1.1";"Part des superficies cultivées en agriculture biologique dans la superficie agricole utilisée (S.A.U)";"Citoyen";"Stratégique mission";"Part des superficies cultivées en agriculture biologique dans la superficie agricole utilisée (S.A.U)";"%";"4,1";"5,1";"6";"7";"5,8";"2017";"8";"";""
"Budget général";"Agriculture, alimentation, forêt et affaires rurales";"P206";"Sécurité et qualité sanitaires de l'alimentation";"MAC.3 (P206.1)";"Favoriser le changement de pratiques afin de préserver la santé publique et l'environnement";"P206.1.1";"Maîtrise de l'utilisation des pesticides et des antibiotiques";"Citoyen";"Stratégique mission";"Nombre de doses unités de pesticides (plan Ecophyto)";"Million";"96";"94";"80";"88";"94";"2017";"64";"";""
"Budget général";"Agriculture, alimentation, forêt et affaires rurales";"P206";"Sécurité et qualité sanitaires de l'alimentation";"MAC.3 (P206.1)";"Favoriser le changement de pratiques afin de préserver la santé publique et l'environnement";"P206.1.1";"Maîtrise de l'utilisation des pesticides et des antibiotiques";"Citoyen";"Stratégique mission";"Niveau de traitement des animaux aux antibiotiques critiques (plan Ecoantibio)";"%";"3,94";"2,6";"3,38";"3,38";"2,6";"2017";"3,38";"";""
