Type de Mission;Mission;COD_PGM;Programme;Numéro Objectif;Objectif;Numéro indicateur;Indicateur;type indicateur;Stratégique au niveau mission?;Sous-indicateur;Unité;Réalisation 2013;Réalisation 2014;Prévision 2015 PAP 2015;Prévision 2015 PAP 2016;Réalisation 2015;Année cible;Valeur cible;Code Ministère LFI 2015;Ministère LFI 2015
Budget général;Administration générale et territoriale de l'État;P232;Vie politique, cultuelle et associative;P232.2;Réduire les délais de publication au Journal Officiel des comptes des partis et groupements politiques;P232.2.1;Délai de traitement des comptes;Usager;;Délai séparant la date limite de remise des comptes (30 juin) et la date de transmission des documents à la direction des journaux officiels pour publication;Mois;5;5;5;5;5;2017;5;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.1;Optimiser la fonction juridique du ministère;P216.1.1;Contentieux étrangers : taux de dossiers gagnés (sur nombre de dossiers présentés);Citoyen;;Contentieux étrangers : taux de dossiers gagnés (sur nombre de dossiers présentés);%;75;79;77;81;81;2017;79;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.1;Efficience de la gestion des ressources humaines;Contribuable;;Taux de couverture des besoins de formation à la prise de poste;%;76;77,50;80;80;77,8;2017;80;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.1;Efficience de la gestion des ressources humaines;Contribuable;;Ratio d'efficience de la gestion des ressources humaines;%;2,15;2,15;2,13;2,15;2,13;2017;2,13;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.1;Efficience de la gestion des ressources humaines;Contribuable;;Part des bénéficiaires de l'obligation d'emploi prévue par la loi n°87-517 du 10 juillet 1987;%;6,01;6,13;6,02;6,12;6,12;2017;6,04;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.2;Efficience informatique et bureautique;Contribuable;;Nombre d'heures d'indisponibilité du réseau général de transport;Heure;8h56;7h26;10h;s.o.;10h10;2017;9h;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.2;Efficience informatique et bureautique;Contribuable;;Nombre d'heures d'indisponibilité des applications;Heure;25h34;55h33;35h;35h;22h52;2017;35h;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.2;Efficience informatique et bureautique;Contribuable;;Ratio d'efficience bureautique;€/poste;438;384;383;640;664;2017;383;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.2;Efficience informatique et bureautique;Contribuable;;Nombre de postes bureautiques;Nombre;182 645;190 002;185 913;189 774;190 618;2017;185 913;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.3;Efficience immobilière;Contribuable;;Taux de livraisons dans les délais prévus, en indiquant le nombre d'opérations;%;43%;50%;44%;s.o.;60%;2017;60%;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.3;Efficience immobilière;Contribuable;;Taux de livraisons ne dépassant pas le budget prévu (en % du nombre d'opérations);%;86%;63%;78%;s.o.;56%;2017;80%;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.3;Efficience immobilière;Contribuable;;Taux de livraisons ne dépassant pas le budget prévu (en % du coût des opérations);%;68%;26%;90%;s.o.;35%;2017;90%;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.3;Efficience immobilière;Contribuable;;Ratio SUN / SUB;%;76,22%;75,66%;76,28%;s.o.;75,47%;2017;77%;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.3;Efficience immobilière;Contribuable;;Effectif ETPT;Nombre;272 653;272 719;275 662;s.o.;272 695;2017;275 600;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.3;Efficience immobilière;Contribuable;;Ratio SUN / Poste de travail;m² / poste;8,66;8,61;8,58;8,53;8,65;2017;8,6;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.3;Efficience immobilière;Contribuable;;Ratio entretien lourd / SUB;€ / m²;7,76;6,47;6,68;6,17;6,28;2017;8;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.3;Efficience immobilière;Contribuable;;Ratio entretien courant / SUB;€ / m²;6,73;7,03;6,37;6,36;7,72;2017;7;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.3;Efficience immobilière;Contribuable;;Coût des travaux structurants;€;27 041 579;25 702 333;31 848 186;s.o.;35 037 107;2017;25 000 000;MIN09;Intérieur
Budget général;Administration générale et territoriale de l'État;P216;Conduite et pilotage des politiques de l'intérieur;P216.2;Rendre la gestion efficiente;P216.2.4;Efficience de la fonction achat;Contribuable;;Gains relatifs aux actions achat;M€;109;65;64;45;49,2;2017;64;MIN09;Intérieur
Budget général;Agriculture, alimentation, forêt et affaires rurales;;;MAC.1 (P154.2);Favoriser l'attractivité des territoires ruraux;P154.2.1;Taux de renouvellement des chefs d'exploitation;Citoyen;Stratégique mission;Nombre d'installations aidées rapporté au nombre de départs.;%;62;58,20                                         (provisoire);58;;51;2017;60;;
Budget général;Agriculture, alimentation, forêt et affaires rurales;;;MAC.1 (P154.2);Favoriser l'attractivité des territoires ruraux;P154.2.1;Taux de renouvellement des chefs d'exploitation;Citoyen;Stratégique mission;Coût moyen (en AE) pour l'Etat par ha installé.;euros/ha;369;266;300;;270,9;2017;ND;;
Budget général;Agriculture, alimentation, forêt et affaires rurales;;;MAC.2 (P154.1);Améliorer la performance économique, sociale et environnementale des exploitations agricoles et des filières agroalimentaires;P154.1.1;Part des superficies cultivées en agriculture biologique dans la superficie agricole utilisée (S.A.U);Citoyen;Stratégique mission;Part des superficies cultivées en agriculture biologique dans la superficie agricole utilisée (S.A.U);%;3,93;4,1;7;5;4,8 (provisoire);2017;8;;
Budget général;Agriculture, alimentation, forêt et affaires rurales;;;MAC.3 (P206.1);Favoriser le changement de pratiques afin de préserver la santé publique et l'environnement;P206.1.1;Maîtrise de l'utilisation des pesticides et des antibiotiques;Citoyen;Stratégique mission;Nombre de doses unités de pesticides (plan Ecophyto);Million;89,6;98;70,9;84;NC;2017;NC;;
Budget général;Agriculture, alimentation, forêt et affaires rurales;;;MAC.3 (P206.1);Favoriser le changement de pratiques afin de préserver la santé publique et l'environnement;P206.1.1;Maîtrise de l'utilisation des pesticides et des antibiotiques;Citoyen;Stratégique mission;Niveau de traitement des animaux aux antibiotiques critiques (plan Ecoantibio);%;4,25;3,94;3,61;3,61;NC;2017;3,38;;
Budget général;Agriculture, alimentation, forêt et affaires rurales;P154;Économie et développement durable de l'agriculture et des territoires;P154.1;Améliorer la performance économique, sociale et environnementale des exploitations agricoles et des filières agroalimentaires;P154.1.1;Part des superficies cultivées en agriculture biologique dans la superficie agricole utilisée (S.A.U);Citoyen;;Part des superficies cultivées en agriculture biologique dans la superficie agricole utilisée (S.A.U);%;3,93;4,1;7;5;4,8 (provisoire);2017;8;MIN03;Agriculture, agroalimentaire et forêt
Budget général;Agriculture, alimentation, forêt et affaires rurales;P154;Économie et développement durable de l'agriculture et des territoires;P154.1;Améliorer la performance économique, sociale et environnementale des exploitations agricoles et des filières agroalimentaires;P154.1.2;Taux de pénétration de l'assurance récolte;Usager;;Grandes cultures;%;36,19;31,02;40,32;;31,64 (prévision);2017;44,45;MIN03;Agriculture, agroalimentaire et forêt
Budget général;Agriculture, alimentation, forêt et affaires rurales;P154;Économie et développement durable de l'agriculture et des territoires;P154.1;Améliorer la performance économique, sociale et environnementale des exploitations agricoles et des filières agroalimentaires;P154.1.2;Taux de pénétration de l'assurance récolte;Usager;;Cultures fruitières;%;2,33;2,47;3;;2,54 (prévision);2017;4;MIN03;Agriculture, agroalimentaire et forêt
Budget général;Agriculture, alimentation, forêt et affaires rurales;P154;Économie et développement durable de l'agriculture et des territoires;P154.1;Améliorer la performance économique, sociale et environnementale des exploitations agricoles et des filières agroalimentaires;P154.1.2;Taux de pénétration de l'assurance récolte;Usager;;Vignes;%;19,04;23,51;22,50;;25,29 (prévision);2017;25;MIN03;Agriculture, agroalimentaire et forêt
Budget général;Agriculture, alimentation, forêt et affaires rurales;P154;Économie et développement durable de l'agriculture et des territoires;P154.1;Améliorer la performance économique, sociale et environnementale des exploitations agricoles et des filières agroalimentaires;P154.1.2;Taux de pénétration de l'assurance récolte;Usager;;Maraîchage;%;14,84;16,84;16;;17,58 (prévision);2017;17,7;MIN03;Agriculture, agroalimentaire et forêt
Budget général;Agriculture, alimentation, forêt et affaires rurales;P154;Économie et développement durable de l'agriculture et des territoires;P154.1;Améliorer la performance économique, sociale et environnementale des exploitations agricoles et des filières agroalimentaires;P154.1.3;Part des surfaces agricoles contractualisées en zone Natura 2000 sur le total des surfaces agricoles en zone Natura 2000;Citoyen;;Part des surfaces agricoles en zone Natura 2000 sous engagement MAE sur le total des surfaces agricoles en zone Natura 2000;%;45,98;45,98                                      (provisoire);48;;48 (provisoire);2017;50;MIN03;Agriculture, agroalimentaire et forêt
Budget général;Agriculture, alimentation, forêt et affaires rurales;P154;Économie et développement durable de l'agriculture et des territoires;P154.2;Favoriser l'attractivité des territoires ruraux;P154.2.1;Taux de renouvellement des chefs d'exploitation;Citoyen;;Nombre d'installations aidées rapporté au nombre de départs.;%;62;58,20                                         (provisoire);58;;51;2017;60;MIN03;Agriculture, agroalimentaire et forêt
Budget général;Agriculture, alimentation, forêt et affaires rurales;P154;Économie et développement durable de l'agriculture et des territoires;P154.2;Favoriser l'attractivité des territoires ruraux;P154.2.1;Taux de renouvellement des chefs d'exploitation;Citoyen;;Coût moyen (en AE) pour l'Etat par ha installé.;euros/ha;369;266;300;;270,9;2017;ND;MIN03;Agriculture, agroalimentaire et forêt
